2016 01 19::04:27:51:230         5.473976733515684         5381.53560263328         50.227231789122804         -173.62179380888585         0.3330677136557658         
2016 01 19::04:27:51:732         26.697802745919486         5536.270772568008         50.622192623138716         -163.1701710043465         0.6189842458238948         
2016 01 19::04:27:52:232         30.698799234183504         6870.538948841487         51.27956578433679         -159.6647965427662         0.7511311770964646         
2016 01 19::04:27:52:734         38.159458308593244         8205.208918173024         52.112917810734906         -157.17024329457303         0.9924870925630103         
2016 01 19::04:27:53:234         64.63792755780062         8326.410134366557         52.84600265613615         -151.3405977047742         1.0594940091724125         
2016 01 19::04:27:53:539         4.483450565342828         762.8960756538628         50.29764702227047         -173.57345809661751         0.23391331029420925         
2016 01 19::04:27:53:735         70.67130198578641         8935.867695330435         53.885752523553656         -151.1518647214982         1.2907380845585958         
2016 01 19::04:27:54:041         5.2693273963141385         1716.4957179536812         50.39323607182511         -165.23008519358405         0.4864402354681663         
2016 01 19::04:27:54:236         72.76886240972735         9405.192741189661         54.94067141355807         -150.98110726018032         1.635433818455223         
2016 01 19::04:27:54:541         14.890643370390588         1729.6397531703867         50.39971043026337         -165.0597065723836         0.7131865190698417         
2016 01 19::04:27:55:042         25.650361042973802         2870.0906934504555         50.88449525863514         -164.21234332321401         0.7151308567367898         
2016 01 19::04:27:55:544         30.799838348231965         4413.934940043307         50.93197387164183         -163.60842778187083         1.1165562615360614         
2016 01 19::04:27:56:046         56.344060460610244         4849.031593464137         51.22474316387016         -162.5487680306855         1.2881389073824745         
2016 01 19::04:27:56:546         74.67882166187978         5470.161528282025         51.24872834708416         -160.28187780315898         1.3332432400661842         
2016 01 19::04:27:57:046         91.50116232222804         6434.26273043245         51.39640129012801         -152.9453419621508         1.506563651492987         
2016 01 19::04:27:57:548         92.62916655522646         7253.795245685613         51.79686235607717         -150.11004813972872         1.9939046220882606         
2016 01 19::04:27:58:048         136.59837050324853         7281.111741414803         52.6466309293494         -149.62366121449298         2.056195534014693         
2016 01 19::04:27:58:550         138.4918876221667         7869.320039688332         53.35440799764002         -142.68529790184022         2.1649820682701826         
2016 01 19::04:27:59:050         142.97806388227252         8503.28052623236         53.63548601677315         -141.29423013218153         2.434186135469074         
2016 01 19::04:27:59:550         157.20125355563408         9382.679158058838         53.653389908443486         -140.40736797963945         2.6225576976848464         
